分类,单词,中文,例句
家电 (Appliances),Dehumidifier,除湿机,The dehumidifier helps to reduce the humidity levels in the room.
家电 (Appliances),Electric blanket,电热毯,I use the electric blanket to stay warm on cold nights.
家电 (Appliances),Water dispenser,饮水机,The water dispenser provides hot and cold water for drinking.
舞蹈 (Dance),choreography,编舞,She studied choreography and became a professional dancer.
舞蹈 (Dance),rhythm,节奏,The dancers moved in perfect rhythm to the music.
舞蹈 (Dance),performance,表演,She gave a stunning performance on stage.
舞蹈 (Dance),movement,动作,The dance routine required precise and graceful movements.
舞蹈 (Dance),music,音乐,The dance was set to beautiful classical music.
舞蹈 (Dance),improvisation,即兴创作,The group used improvisation to enhance their dance routine.
舞蹈 (Dance),balance,平衡,She demonstrated incredible balance during the dance.
舞蹈 (Dance),flexibility,灵活性,Being a dancer requires a lot of flexibility in your body.
舞蹈 (Dance),coordination,协调,His coordination was impeccable as he danced.
舞蹈 (Dance),routine,舞蹈编排,They practiced their dance routine for hours every day.
舞蹈 (Dance),grace,优美,Her dance was filled with grace and elegance.
舞蹈 (Dance),stamina,耐力,Dancing for hours requires a lot of stamina.
舞蹈 (Dance),form,形式,The dancers moved with perfect form and technique.
舞蹈 (Dance),ensemble,合奏,The ensemble cast performed together in perfect harmony.
舞蹈 (Dance),stage,舞台,She loved being on stage and performing in front of an audience.
舞蹈 (Dance),spin,旋转,She executed a flawless spin during the dance routine.
舞蹈 (Dance),leap,跳跃,He performed a breathtaking leap across the stage.
舞蹈 (Dance),flow,流畅,The choreography had a beautiful flow from one movement to the next.
舞蹈 (Dance),expression,表达,He danced with so much emotion and expression.
舞蹈 (Dance),posture,姿势,She maintained perfect posture throughout the performance.
舞蹈 (Dance),partner,舞伴,They danced together as partners in a graceful duet.
舞蹈 (Dance),competition,比赛,She trained hard for the upcoming dance competition.
舞蹈 (Dance),energy,活力,The dancers brought so much energy to the stage.
舞蹈 (Dance),routine,日常事务,The daily routine of a dancer includes warm-ups
舞蹈 (Dance),tap dance,踢踏舞,She learned how to tap dance at a young age.
舞蹈 (Dance),acrobatics,杂技,The performance included impressive acrobatics and stunts.
舞蹈 (Dance),beat,节拍,The dancers moved to the beat of the music.
舞蹈 (Dance),twirl,旋转,She finished the dance with a dramatic twirl.
舞蹈 (Dance),solo,独舞,She performed a captivating solo that mesmerized the audience.
舞蹈 (Dance),ballet,芭蕾舞,She dreamed of becoming a professional ballet dancer one day.
新闻 (News),incident,事件,The police are investigating the incident.
新闻 (News),report,报告,She filed a report with her findings.
新闻 (News),breaking news,突发新闻,We interrupt this program for breaking news.
新闻 (News),update,更新,Stay tuned for more updates on this story.
新闻 (News),coverage,报道,The media coverage of the event was extensive.
新闻 (News),journalist,记者,The journalist interviewed the witnesses.
新闻 (News),headline,头条新闻,The headline of the newspaper caught my attention.
新闻 (News),investigation,调查,The authorities launched an investigation into the matter.
新闻 (News),exclusive,独家报道,The newspaper had an exclusive interview with the celebrity.
新闻 (News),breaking story,突发新闻报道,Tune in for the latest breaking story.
新闻 (News),live broadcast,现场直播,The event will be aired via live broadcast.
新闻 (News),press conference,新闻发布会,The company's CEO held a press conference to address the issue.
新闻 (News),publication,出版物,The publication of the article was delayed.
新闻 (News),source,消息来源,The journalist revealed his confidential source.
新闻 (News),coverage,报道范围,The news station provided extensive coverage of the event.
新闻 (News),announcement,公告,The company made an announcement about the new product launch.
新闻 (News),information,信息,We need more information to confirm the details.
新闻 (News),exclusive interview,独家专访,The journalist got an exclusive interview with the president.
新闻 (News),press release,新闻稿,The press release explained the company's stance on the issue.
新闻 (News),news bulletin,新闻快讯,Stay tuned for the latest news bulletin.
新闻 (News),correspondent,通讯员,The correspondent reported live from the scene.
新闻 (News),coverage,新闻报道,The network's coverage of the event was praised.
新闻 (News),update,最新消息,The update on the situation was eagerly awaited.
新闻 (News),report,报道,The report shed light on the corruption scandal.
新闻 (News),eyewitness,目击者,The eyewitness provided crucial information to the police.
新闻 (News),newsroom,新闻编辑室,The newsroom was buzzing with activity.
新闻 (News),current events,当前事件,The students discussed current events in social studies class.
新闻 (News),interview,采访,The journalist conducted an interview with the prime minister.
新闻 (News),fact-checking,事实核实,The editor focused on fact-checking before publishing the article.
新闻 (News),news anchor,新闻主播,The news anchor delivered the headlines with authority.
军事 (Military),军事,military,The military training lasts for three months.
军事 (Military),战争,war,The country is currently at war with its neighboring nation.
军事 (Military),士兵,soldier,The soldier bravely fought on the battlefield.
军事 (Military),军队,army,The army marched across the vast plains.
军事 (Military),武器,weapon,The army uses advanced weapons in the battle.
军事 (Military),装备,equipment,The soldiers need to check their equipment before the mission.
军事 (Military),防御,defense,The castle had strong defense against enemy attacks.
军事 (Military),攻击,attack,The troops launched a surprise attack on the enemy base.
军事 (Military),战斗,battle,The soldiers showed great courage in the fierce battle.
军事 (Military),舰船,vessel,The navy uses advanced vessels for maritime operations.
军事 (Military),空军,air force,The air force conducted airstrikes on enemy targets.
军事 (Military),军舰,warship,The warship is equipped with powerful weapons.
军事 (Military),战略,strategy,The general devised a clever strategy to outsmart the enemy.
军事 (Military),情报,intelligence,The intelligence gathered helped in planning the operation.
军事 (Military),防护,protection,The soldiers wore protective gear during the mission.
军事 (Military),训练,training,The new recruits underwent intense training.
军事 (Military),战俘,prisoner of war,The captured soldier was classified as a prisoner of war.
军事 (Military),指挥官,commander,The commander led his troops into battle.
军事 (Military),勇敢,brave,The soldier was awarded for his brave actions in the field.
军事 (Military),军事演习,military exercise,The military exercise tested the readiness of the troops.
军事 (Military),后勤,logistics,The logistics team ensures supplies reach the frontline.
军事 (Military),军事基地,military base,The military base is heavily guarded against intruders.
军事 (Military),防空,air defense,The air defense system detected incoming enemy aircraft.
军事 (Military),火炮,artillery,The artillery bombardment softened the enemy defenses.
军事 (Military),军事行动,military operation,The military operation was carried out under strict secrecy.
军事 (Military),训练营,boot camp,The new recruits will undergo intensive training at boot camp.
军事 (Military),征兵,conscription,Conscription was implemented to increase the size of the army.
军事 (Military),裁军,disarmament,The treaty included provisions for the disarmament of nuclear weapons.
军事 (Military),作战计划,battle plan,The officers discussed the details of the battle plan.
军事 (Military),反恐行动,counterterrorism operation,The special forces conducted a successful counterterrorism operation.
科技 (Science and Technology),research,研究,Scientists are conducting research on new cancer treatments.
科技 (Science and Technology),experiment,实验,Students are doing a chemistry experiment in the lab.
科技 (Science and Technology),technology,技术,The rapid development of technology has changed our daily lives.
科技 (Science and Technology),innovation,创新,This company is known for its innovative products.
科技 (Science and Technology),invention,发明,The invention of the telephone revolutionized communication.
科技 (Science and Technology),discovery,发现,The discovery of penicillin was a major breakthrough in medicine.
科技 (Science and Technology),engineering,工程学,He has a degree in electrical engineering.
科技 (Science and Technology),computing,计算,She works in the field of computing technology.
科技 (Science and Technology),digital,数字的,We live in a digital age.
科技 (Science and Technology),robotics,机器人技术,The company specializes in robotics and automation.
科技 (Science and Technology),automation,自动化,Automation has increased efficiency in manufacturing processes.
科技 (Science and Technology),biotechnology,生物技术,Biotechnology is changing the way we approach medicine and agriculture.
